Sample,DistributedLatency_ms,IntegratedLatency_ms,DistributedDeadlineMiss,IntegratedDeadlineMiss
234,16.8941940818506,28.892674589127,0,1
235,18.1980707202963,17.4650017275404,0,0
236,18.9871753273577,23.4864436755207,0,0
237,24.9650443038413,22.0784930596402,0,0
238,21.7674592086412,24.1355592862555,0,0
239,22.1062970905135,21.1913366546317,0,0
240,19.3896324957181,19.4550533184527,0,0
241,24.3762133476833,20.1171740341572,0,0
242,24.1535914776234,16.7123406885326,0,0
243,23.4314529214798,22.4700415385164,0,0
244,24.0546985053349,17.1132524139529,0,0
245,19.2168694541441,26.4390933185564,0,1
246,20.1432665624246,21.2435589041149,0,0
247,18.0350045951753,20.9123881685806,0,0
248,24.1258559306642,14.9154512468322,0,0
249,22.5302305513534,19.2744818513275,0,0
250,22.6945160671517,18.4973176373494,0,0
251,22.6484199786009,23.398910655712,0,0
252,23.4333640454672,23.4426538620033,0,0
253,23.5991391504949,23.2050593657263,0,0
254,21.3162788655392,28.0916678853143,0,1
255,20.0073743362559,24.3128094702971,0,0
256,20.1141317850731,21.7967036654213,0,0
257,21.9669887584537,21.6617515856012,0,0
258,21.2106300771911,22.3907396914298,0,0
259,18.0574716179118,22.1533699309914,0,0
260,22.0660953331598,21.8129616825797,0,0
261,19.9887726140561,24.0664693473176,0,0
262,20.3523238016965,23.5577340058282,0,0
263,22.9955386168887,26.6864855092031,0,1
264,22.59266073486,25.1014435563095,0,1
265,19.5778104105759,25.7484033829382,0,1
266,18.4649176200137,22.3073323756309,0,0
267,19.4997631692969,22.274108007744,0,0
268,19.9260028370953,22.9287362482122,0,0
269,21.792781202297,26.675174340501,0,1
270,28.4409804050062,21.6551430705886,1,0
271,20.9346507638672,20.4464819113993,0,0
272,22.4756496700568,24.5491393115245,0,0
273,17.6489074221049,22.253616552405,0,0
274,23.803632920163,26.1416806786951,0,1
275,26.743341331639,19.8881777951798,1,0
276,25.1948483342631,19.9133774215427,1,0
277,23.0002846882673,25.5429603753803,0,1
278,23.4112356733638,24.3364139544644,0,0
279,20.4773251880527,24.6704373978048,0,0
280,23.7686716790965,25.6025234617329,0,1
281,23.2977524697355,26.1901814538812,0,1
282,20.8707160425435,18.7893962606442,0,0
283,19.6736315022647,24.2144410225032,0,0
284,20.5390453412045,27.9601452852166,0,1
285,19.2294445812904,19.7636646413791,0,0
286,19.9470102746705,24.8494864754789,0,0
287,20.7407720135892,20.6379404165587,0,0
288,21.7674180684752,17.4056412352932,0,0
289,20.7174774857926,20.0446786086081,0,0
290,18.0007361723264,20.54768727577,0,0
291,19.5506949184065,25.7692133708746,0,1
292,21.7280474214572,25.220661523976,0,1
293,22.1254047970483,18.8099168446504,0,0
294,21.6363854507188,25.7439549149621,0,1
295,19.2450562971859,22.2580884983832,0,0
296,20.9618567679925,26.2472063256233,0,1
297,17.7820868918602,15.6695717053512,0,0
298,23.3392811040792,17.339498993691,0,0
299,24.7626064207517,21.0111092484233,0,0
300,21.7175075954464,24.4414051557238,0,0
301,23.2512708849577,22.4645950653976,0,0
302,23.8049408208334,22.4461026698023,0,0
303,19.7006009072245,20.5035305050905,0,0
304,24.3738281019829,20.7304719248868,0,0
305,19.0987464249267,24.0451574878353,0,0
306,17.8618046516556,20.49214362375,0,0
307,19.3794941028946,26.086574643959,0,1
308,17.2228783095897,22.0321795650344,0,0
309,21.9889218406253,26.2215527167449,0,1
310,23.3713603800766,20.8785179700653,0,0
311,18.23159940995,23.0554403260729,0,0
